header
IE0.0    -19.940       1       1 8.8742  8.1081  7.9511    56.14   56.14
OF512.0  -4.3129    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF514.0  -4.308     0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF516.0  -4.2885    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF518.0  -4.2691    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF520.0  -4.2496    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF522.0  -4.2301    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF524.0  -4.2349    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF526.0  -4.255     0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF528.0  -4.2751    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF530.0  -4.2952    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF532.0  -4.3153    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF534.0  -4.3293    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF536.0  -4.3285    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF538.0  -4.3277    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF540.0  -4.3269    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF542.0  -4.3261    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF544.0  -4.3253    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF546.0  -4.3245    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF548.0  -4.3237    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF550.0  -4.3228    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF552.0  -4.322     0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF554.0  -4.3212    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF556.0  -4.3204    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF558.0  -4.3196    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
