header
IE0.0    -16.238       1       1 9.3261  7.1254  11.615    56.14   56.14
OF168.0  -1.5152    0.00 9.3234     0.00    0.00    0.00    0.00    0.00
OF169.0  -1.4672    0.00 9.3235     0.00    0.00    0.00    0.00    0.00
OF170.0  -1.4189    0.00 9.3236     0.00    0.00    0.00    0.00    0.00
OF171.0  -1.3708    0.00 9.3237     0.00    0.00    0.00    0.00    0.00
OF172.0  -1.3227    0.00 9.3238     0.00    0.00    0.00    0.00    0.00
OF173.0  -1.2745    0.00 9.3239     0.00    0.00    0.00    0.00    0.00
OF174.0  -1.2264    0.00 9.324      0.00    0.00    0.00    0.00    0.00
OF175.0  -1.1783    0.00 9.3241     0.00    0.00    0.00    0.00    0.00
OF176.0  -1.13      0.00 9.3242     0.00    0.00    0.00    0.00    0.00
OF177.0  -1.082     0.00 9.3243     0.00    0.00    0.00    0.00    0.00
OF178.0  -1.0338    0.00 9.3244     0.00    0.00    0.00    0.00    0.00
OF179.0  -0.9857    0.00 9.3245     0.00    0.00    0.00    0.00    0.00
OF180.0  -0.9375    0.00 9.3246     0.00    0.00    0.00    0.00    0.00
OF181.0  -0.8893    0.00 9.3247     0.00    0.00    0.00    0.00    0.00
OF182.0  -0.8413    0.00 9.3248     0.00    0.00    0.00    0.00    0.00
OF183.0  -0.7931    0.00 9.3249     0.00    0.00    0.00    0.00    0.00
OF184.0  -0.7449    0.00 9.325      0.00    0.00    0.00    0.00    0.00
OF185.0  -0.6968    0.00 9.3251     0.00    0.00    0.00    0.00    0.00
OF186.0  -0.6486    0.00 9.3252     0.00    0.00    0.00    0.00    0.00
OF187.0  -0.6006    0.00 9.3253     0.00    0.00    0.00    0.00    0.00
OF188.0  -0.5524    0.00 9.3254     0.00    0.00    0.00    0.00    0.00
OF189.0  -0.5042    0.00 9.3255     0.00    0.00    0.00    0.00    0.00
OF190.0  -0.4561    0.00 9.3256     0.00    0.00    0.00    0.00    0.00
OF191.0  -0.4080    0.00 9.3257     0.00    0.00    0.00    0.00    0.00
OF192.0  -0.3599    0.00 9.3258     0.00    0.00    0.00    0.00    0.00
OF193.0  -0.3117    0.00 9.3259     0.00    0.00    0.00    0.00    0.00
OF194.0  -0.2635    0.00 9.326      0.00    0.00    0.00    0.00    0.00
OF195.0  -0.2155    0.00 9.3261     0.00    0.00    0.00    0.00    0.00
OF196.0  -0.1672    0.00 9.3262     0.00    0.00    0.00    0.00    0.00
OF197.0  -0.1192    0.00 9.3263     0.00    0.00    0.00    0.00    0.00
OF198.0  -0.0710    0.00 9.3264     0.00    0.00    0.00    0.00    0.00
OF199.0  -0.0228    0.00 9.3265     0.00    0.00    0.00    0.00    0.00
OF201.5  -0.7119    0.00 9.3267     0.00    0.00    0.00    0.00    0.00
IF205.0  0.07545    0.00 9.3271     0.00    0.00    0.00    0.00    0.00
IF212.0  1.0597     0.00 9.3278     0.00    0.00    0.00    0.00    0.00
IF220.5  0.86286    0.00 9.3278     0.00    0.00    0.00    0.00    0.00
IF223.0  1.6503     0.00 9.3278     0.00    0.00    0.00    0.00    0.00
IF230.5  2.208      0.00 9.3278     0.00    0.00    0.00    0.00    0.00
IF245.5  4.0125     0.00 9.3278     0.00    0.00    0.00    0.00    0.00
IF252.6  6.9872     0.00 9.518      0.00    0.00    0.00    0.00    0.00
IF255.9  8.3572     0.00 9.8781     0.00    0.00    0.00    0.00    0.00
IF259.2  9.7271     0.00 10.2651    0.00    0.00    0.00    0.00    0.00
IF260.5  10.2651    0.00 10.2651    0.00    0.00    0.00    0.00    0.00
PS START(383992.3704,4802357.5308)
PS END(384045.7135,4802549.4425)
ET
 
 
 
