header
IE0.0    -5.5998       1       1 9.0102  12.0981 13.8098   56.14   56.14
IF502.0  3.0565     0.00 9.2897     0.00    0.00    0.00    0.00    0.00
IF505.2  3.1613     0.00 9.2937     0.00    0.00    0.00    0.00    0.00
IF508.5  3.184      0.00 9.2993     0.00    0.00    0.00    0.00    0.00
IF511.8  3.2067     0.00 9.304      0.00    0.00    0.00    0.00    0.00
IF515.1  3.2639     0.00 9.3081     0.00    0.00    0.00    0.00    0.00
IF518.4  3.3905     0.00 9.3111     0.00    0.00    0.00    0.00    0.00
IF521.7  3.5172     0.00 9.3144     0.00    0.00    0.00    0.00    0.00
IF524.9  3.5622     0.00 9.3194     0.00    0.00    0.00    0.00    0.00
IF528.2  3.5787     0.00 9.3247     0.00    0.00    0.00    0.00    0.00
IF531.5  3.6191     0.00 9.3286     0.00    0.00    0.00    0.00    0.00
IF534.8  3.6669     0.00 9.333      0.00    0.00    0.00    0.00    0.00
IF538.1  3.7159     0.00 9.3367     0.00    0.00    0.00    0.00    0.00
IF541.3  3.8298     0.00 9.34       0.00    0.00    0.00    0.00    0.00
IF544.6  3.9438     0.00 9.3429     0.00    0.00    0.00    0.00    0.00
IF547.9  4.0551     0.00 9.3465     0.00    0.00    0.00    0.00    0.00
IF551.2  4.1627     0.00 9.3504     0.00    0.00    0.00    0.00    0.00
IF554.5  4.0113     0.00 9.3575     0.00    0.00    0.00    0.00    0.00
IF557.7  4.4042     0.00 9.3562     0.00    0.00    0.00    0.00    0.00
IF561.0  4.3613     0.00 9.3632     0.00    0.00    0.00    0.00    0.00
IF564.3  4.564      0.00 9.3657     0.00    0.00    0.00    0.00    0.00
IF567.6  4.6537     0.00 9.3703     0.00    0.00    0.00    0.00    0.00
IF570.9  4.9546     0.00 9.3719     0.00    0.00    0.00    0.00    0.00
IF574.1  5.4634     0.00 9.3704     0.00    0.00    0.00    0.00    0.00
IF577.4  5.7264     0.00 9.3784     0.00    0.00    0.00    0.00    0.00
IF580.7  5.9585     0.00 9.3898     0.00    0.00    0.00    0.00    0.00
IF584.0  6.1738     0.00 9.4032     0.00    0.00    0.00    0.00    0.00
IF587.3  6.3891     0.00 9.4194     0.00    0.00    0.00    0.00    0.00
IF590.5  6.4925     0.00 9.439      0.00    0.00    0.00    0.00    0.00
IF593.8  6.4709     0.00 9.4591     0.00    0.00    0.00    0.00    0.00
IF597.1  6.844      0.00 9.4683     0.00    0.00    0.00    0.00    0.00
IF600.4  6.8831     0.00 9.4897     0.00    0.00    0.00    0.00    0.00
IF603.7  6.9756     0.00 9.5067     0.00    0.00    0.00    0.00    0.00
IF607.0  7.1051     0.00 9.5218     0.00    0.00    0.00    0.00    0.00
IF610.2  7.191      0.00 9.5373     0.00    0.00    0.00    0.00    0.00
IF613.5  7.042      0.00 9.5563     0.00    0.00    0.00    0.00    0.00
IF616.8  6.9487     0.00 9.5677     0.00    0.00    0.00    0.00    0.00
IF620.1  7.0403     0.00 9.573      0.00    0.00    0.00    0.00    0.00
IF623.4  7.0059     0.00 9.5803     0.00    0.00    0.00    0.00    0.00
IF626.6  7.2007     0.00 9.5829     0.00    0.00    0.00    0.00    0.00
IF629.9  7.4039     0.00 9.5869     0.00    0.00    0.00    0.00    0.00
IF633.2  7.5762     0.00 9.5936     0.00    0.00    0.00    0.00    0.00
IF636.5  7.6507     0.00 9.6031     0.00    0.00    0.00    0.00    0.00
IF639.8  7.7074     0.00 9.6139     0.00    0.00    0.00    0.00    0.00
IF643.0  7.8094     0.00 9.6225     0.00    0.00    0.00    0.00    0.00
IF646.3  7.9114     0.00 9.631      0.00    0.00    0.00    0.00    0.00
IF649.6  8.0578     0.00 9.6407     0.00    0.00    0.00    0.00    0.00
IF652.9  8.2918     0.00 9.6501     0.00    0.00    0.00    0.00    0.00
IF656.2  8.5258     0.00 9.6722     0.00    0.00    0.00    0.00    0.00
IF659.4  8.7598     0.00 9.6996     0.00    0.00    0.00    0.00    0.00
IF662.7  9.4746     0.00 9.8183     0.00    0.00    0.00    0.00    0.00
IF664.1  9.8183     0.00 9.8183     0.00    0.00    0.00    0.00    0.00
AS1068.2 9.196      0.00 9.196      0.00    0.00    0.00    0.00    0.00
IF1071.5 9.0256     0.00 9.196      0.00    0.00    0.00    0.00    0.00
IF1073.9 9.196      0.00 9.196      0.00    0.00    0.00    0.00    0.00
AS1088.1 9.196      0.00 9.196      0.00    0.00    0.00    0.00    0.00
IF1088.5 9.124      0.00 9.196      0.00    0.00    0.00    0.00    0.00
IF1093.0 9.196      0.00 9.196      0.00    0.00    0.00    0.00    0.00
AS1149.9 9.1504     0.00 9.1504     0.00    0.00    0.00    0.00    0.00
IF1154.0 8.96       0.00 9.1504     0.00    0.00    0.00    0.00    0.00
IF1186.0 7.9429     0.00 9.1504     0.00    0.00    0.00    0.00    0.00
IF1214.5 8.8615     0.00 9.1504     0.00    0.00    0.00    0.00    0.00
IF1225.5 8.1791     0.00 9.1504     0.00    0.00    0.00    0.00    0.00
IF1240.5 8.0118     0.00 9.1504     0.00    0.00    0.00    0.00    0.00
IF1257.5 7.4869     0.00 9.1507     0.00    0.00    0.00    0.00    0.00
IF1272.0 7.8839     0.00 9.1509     0.00    0.00    0.00    0.00    0.00
IF1284.0 7.6542     0.00 9.1511     0.00    0.00    0.00    0.00    0.00
IF1299.5 7.5525     0.00 9.1514     0.00    0.00    0.00    0.00    0.00
IF1310.5 7.6181     0.00 9.1514     0.00    0.00    0.00    0.00    0.00
IF1317.0 7.9495     0.00 9.1512     0.00    0.00    0.00    0.00    0.00
IF1322.5 8.0446     0.00 9.1511     0.00    0.00    0.00    0.00    0.00
IF1336.5 7.6509     0.00 9.1507     0.00    0.00    0.00    0.00    0.00
IF1353.5 7.4245     0.00 9.1503     0.00    0.00    0.00    0.00    0.00
IF1382.5 7.5853     0.00 9.1497     0.00    0.00    0.00    0.00    0.00
IF1395.0 7.6181     0.00 9.1499     0.00    0.00    0.00    0.00    0.00
IF1405.0 7.4869     0.00 9.1504     0.00    0.00    0.00    0.00    0.00
IF1415.5 7.4213     0.00 9.1504     0.00    0.00    0.00    0.00    0.00
IF1424.0 9.1273     0.00 9.1493     0.00    0.00    0.00    0.00    0.00
IF1428.5 7.9462     0.00 9.1487     0.00    0.00    0.00    0.00    0.00
IF1437.0 8.3399     0.00 9.1487     0.00    0.00    0.00    0.00    0.00
IF1448.5 7.5525     0.00 9.1487     0.00    0.00    0.00    0.00    0.00
IF1457.5 7.4541     0.00 9.1487     0.00    0.00    0.00    0.00    0.00
IF1465.0 7.7822     0.00 9.1487     0.00    0.00    0.00    0.00    0.00
IF1470.0 7.4541     0.00 9.1488     0.00    0.00    0.00    0.00    0.00
IF1481.0 9.0945     0.00 9.1488     0.00    0.00    0.00    0.00    0.00
IF1497.5 7.1588     0.00 9.1488     0.00    0.00    0.00    0.00    0.00
IF1508.5 6.4042     0.00 9.1488     0.00    0.00    0.00    0.00    0.00
IF1517.5 6.3386     0.00 9.1489     0.00    0.00    0.00    0.00    0.00
IF1524.0 6.273      0.00 9.1489     0.00    0.00    0.00    0.00    0.00
IF1530.0 6.5354     0.00 9.1489     0.00    0.00    0.00    0.00    0.00
IF1535.0 6.6011     0.00 9.1489     0.00    0.00    0.00    0.00    0.00
IF1542.0 6.4698     0.00 9.1489     0.00    0.00    0.00    0.00    0.00
IF1550.0 6.273      0.00 9.1491     0.00    0.00    0.00    0.00    0.00
IF1559.5 6.2402     0.00 9.1493     0.00    0.00    0.00    0.00    0.00
IF1571.0 6.1745     0.00 9.1495     0.00    0.00    0.00    0.00    0.00
IF1577.0 5.9777     0.00 9.1497     0.00    0.00    0.00    0.00    0.00
IF1581.5 6.0433     0.00 9.1498     0.00    0.00    0.00    0.00    0.00
IF1587.5 5.8793     0.00 9.1499     0.00    0.00    0.00    0.00    0.00
IF1592.0 5.9777     0.00 9.15       0.00    0.00    0.00    0.00    0.00
IF1598.0 5.3543     0.00 9.1502     0.00    0.00    0.00    0.00    0.00
IF1604.0 5.2559     0.00 9.1503     0.00    0.00    0.00    0.00    0.00
IF1610.5 5.0262     0.00 9.1505     0.00    0.00    0.00    0.00    0.00
IF1618.0 5.0591     0.00 9.1507     0.00    0.00    0.00    0.00    0.00
IF1624.0 4.9934     0.00 9.1508     0.00    0.00    0.00    0.00    0.00
IF1631.0 4.9606     0.00 9.151      0.00    0.00    0.00    0.00    0.00
IF1636.0 5.3215     0.00 9.151      0.00    0.00    0.00    0.00    0.00
IF1639.0 5.2887     0.00 9.151      0.00    0.00    0.00    0.00    0.00
IF1651.5 4.9934     0.00 9.1511     0.00    0.00    0.00    0.00    0.00
IF1664.0 4.206      0.00 9.1512     0.00    0.00    0.00    0.00    0.00
IF1677.0 7.4245     0.00 9.1513     0.00    0.00    0.00    0.00    0.00
IF1690.0 7.9134     0.00 9.1514     0.00    0.00    0.00    0.00    0.00
IF1696.5 8.6385     0.00 9.1515     0.00    0.00    0.00    0.00    0.00
IF1707.7 9.1515     0.00 9.1515     0.00    0.00    0.00    0.00    0.00
AS1819.1 9.1585     0.00 9.1585     0.00    0.00    0.00    0.00    0.00
IF1822.0 9.1273     0.00 9.1585     0.00    0.00    0.00    0.00    0.00
IF1846.0 8.832      0.00 9.1585     0.00    0.00    0.00    0.00    0.00
IF1866.0 8.6647     0.00 9.1585     0.00    0.00    0.00    0.00    0.00
IF1880.0 8.2415     0.00 9.1585     0.00    0.00    0.00    0.00    0.00
IF1896.5 8.668      0.00 9.1585     0.00    0.00    0.00    0.00    0.00
IF1919.5 8.2382     0.00 9.1585     0.00    0.00    0.00    0.00    0.00
IF1933.2 9.1585     0.00 9.1585     0.00    0.00    0.00    0.00    0.00
AS2022.6 9.1591     0.00 9.1591     0.00    0.00    0.00    0.00    0.00
IF2031.0 8.2382     0.00 9.1591     0.00    0.00    0.00    0.00    0.00
IF2036.0 8.435      0.00 9.1592     0.00    0.00    0.00    0.00    0.00
IF2037.5 7.1588     0.00 9.1592     0.00    0.00    0.00    0.00    0.00
IF2049.0 7.1916     0.00 9.1593     0.00    0.00    0.00    0.00    0.00
IF2079.0 5.9088     0.00 9.1595     0.00    0.00    0.00    0.00    0.00
